RELEASE_DATE,TICKER,NAME,ACTUAL_RELEASE,ECO_RELEASE_DT,BN_SURVEY_MEDIAN,BN_SURVEY_AVERAGE,BN_SURVEY_HIGH,BN_SURVEY_LOW,FORECAST_STANDARD_DEVIATION,BN_SURVEY_NUMBER_OBSERVATIONS,RELEVANCE_VALUE,SURPRISES,ZSCORE
2015-05-29 00:00:00,CONSSENT Index,University of Michigan Consumer Sentiment Index,90.7,20150529,89.5,89.8,95.5,86,1.7,62,92.9134,1.2000000000000028,0.7058823529411782
2015-05-29 00:00:00,CHPMINDX Index,Market News International Chicago Business Barometer SA,46.2,20150529,53,53.1,55,51,1.0,45,81.1024,-6.799999999999997,-6.799999999999997
2015-06-01 00:00:00,NAPMPMI Index,ISM Manufacturing PMI SA,52.8,20150601,52,51.8,53,50,0.6,84,94.4882,0.7999999999999972,1.3333333333333286
2015-06-01 00:00:00,NAPMPRIC Index,ISM Manufacturing Report on Business Prices Index NSA,49.5,20150601,43,42.7,44,40,1.1,11,71.6535,6.5,5.909090909090908
2015-06-01 00:00:00,ECONMUS Index,Markit US Manufacturing PMI SA,,20150601,53.8,53.7,54.1,53.5,0.2,12,89.2913,,
2015-06-01 00:00:00,CNSTTMOM Index,Census Bureau US Construction Spending MoM SAAR,2.2,20150601,0.8,0.7,1.5,0,0.3,52,78.7402,1.4000000000000001,4.666666666666667
2015-06-02 00:00:00,TMNOCHNG Index,US Manufacturers New Orders Total MoM SA,-0.4,20150602,-0.1,0,1,-0.6,0.3,61,84.252,-0.30000000000000004,-1.0000000000000002
2015-06-03 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-7.6,20150603,,,,,,,92.126,,
2015-06-03 00:00:00,ADP CHNG Index,ADP National Employment Report SA Private Nonfarm Level Change,201,20150603,200,200.3,275,153,22.1,46,85.0394,1,0.04524886877828054
2015-06-03 00:00:00,NAPMNMI Index,ISM Services PMI,55.7,20150603,57,57.1,60,55,0.7,79,77.9528,-1.2999999999999972,-1.8571428571428532
2015-06-03 00:00:00,USTBTOT Index,US Trade Balance of Goods and Services SA,-40.9,20150603,-44,-43.77,-39.5,-49.5,1.87,72,83.4646,3.1000000000000014,1.6577540106951878
2015-06-04 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2196,20150604,2207,2203.5,2230,2170,16.6,10,68.5039,-11,-0.6626506024096385
2015-06-04 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,40.5,20150604,,,,,,1,65.5906,,
2015-06-04 00:00:00,INJCJC Index,US Initial Jobless Claims SA,276,20150604,278,280.2,300,270,7.2,52,97.6378,-2,-0.2777777777777778
2015-06-04 00:00:00,CHALYOY% Index,Challenger US Job Cut Announcements Year Over Year Percent Change,-22.5,20150604,,,,,,,35.4331,,
2015-06-05 00:00:00,AHE YOY% Index,US Average Hourly Earnings All Employees Total Private Yearly Percent Change SA,2.3,20150605,2.2,2.2,2.3,2.1,0.1,19,29.9213,0.09999999999999964,0.9999999999999964
2015-06-05 00:00:00,USUDMAER Index,US U-6 Unemployed & Part Time & Margin % Labor Force & Margin SA,10.8,20150605,,,,,,2,20.4724,,
2015-06-05 00:00:00,PRUSTOT Index,US Labor Force Participation Rate SA,62.9,20150605,,,,,,2,16.5354,,
2015-06-05 00:00:00,USMMMNCH Index,US Employees on Nonfarm Payrolls Manufacturing Industry Monthly Net Change SA,7,20150605,5,3,15,-15,6.0,27,68.8976,2,0.3333333333333333
2015-06-05 00:00:00,NFP TCH Index,US Employees on Nonfarm Payrolls Total MoM Net Change SA,280,20150605,226,226,305,140,25.0,96,98.4252,54,2.16
2015-06-05 00:00:00,CICRTOT Index,Federal Reserve Consumer Credit Total Net Change SA,20.541,20150605,16,16.315,24,-15,6.111,33,38.5827,4.541,0.7430862379315989
2015-06-05 00:00:00,AWH TOTL Index,US Average Weekly Hours All Employees Total Private SA,34.5,20150605,34.5,34.5,34.6,34.5,,37,23.622,0.0,
2015-06-05 00:00:00,NFP PCH Index,US Employees on Nonfarm Payrolls Total Private MoM Net Change SA,262,20150605,220,217,275,145,24.0,45,28.3465,42,1.75
2015-06-05 00:00:00,USURTOT Index,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,5.5,20150605,5.4,5.4,5.5,5.3,,87,87.4016,0.09999999999999964,
2015-06-09 00:00:00,MWINCHNG Index,Merchant Wholesalers Inventories Total Monthly % Change,0.4,20150609,0.2,0.2,0.8,-0.1,0.2,28,80.315,0.2,1.0
2015-06-09 00:00:00,JOLTTOTL Index,US Job Openings By Industry Total SA,5376,20150609,5044,5063,5200,4992,63.5,7,24.4094,332,5.228346456692913
2015-06-09 00:00:00,SBOITOTL Index,NFIB Small Business Optimism Index,98.3,20150609,97.2,97.3,98,96,0.6,19,59.8425,1.0999999999999943,1.833333333333324
2015-06-09 00:00:00,MWSLCHNG Index,Merchant Wholesalers Sales Total Monthly % Change SA,1.6,20150609,0.6,0.6,0.8,0.3,0.2,6,66.1417,1.0,5.0
2015-06-10 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,8.4,20150610,,,,,,,92.126,,
2015-06-10 00:00:00,FDDSSD Index,US Treasury Federal Budget Debt Summary Deficit Or Surplus NSA,-82.4,20150610,-97,-96.412,-85,-116,7.132,17,75.5906,14.599999999999994,2.047111609646662
2015-06-11 00:00:00,MTIBCHNG Index,US Manufacturing & Trade Inventories Total MoM SA,0.4,20150611,0.2,0.2,0.5,-0.1,0.1,46,37.7953,0.2,2.0
2015-06-11 00:00:00,RSTAMOM Index,Adjusted Retail & Food Services Sales SA Total Monthly % Change,1.2,20150611,1.2,1.2,1.9,0.4,0.3,85,90.5512,0.0,0.0
2015-06-11 00:00:00,IMP1YOY% Index,US Import Price Index by End Use All YoY NSA,-9.6,20150611,-10,-10,-9.5,-10.3,0.2,13,32.2835,0.40000000000000036,2.0000000000000018
2015-06-11 00:00:00,IMP1CHNG Index,US Import Price Index by End Use All MoM NSA,1.3,20150611,0.8,0.9,2.3,-0.3,0.4,45,76.8504,0.5,1.25
2015-06-11 00:00:00,RSTAXAGM Index,Retail Sales Less Food Services Auto Dealers & Build Mat & Gas Station SA MoM%,0.7,20150611,0.5,0.5,1.1,0.1,0.2,27,19.685,0.19999999999999996,0.9999999999999998
2015-06-11 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2265,20150611,2190,2192.6,2220,2170,16.5,8,68.5039,75,4.545454545454546
2015-06-11 00:00:00,RSTAXAG% Index,Adjusted Retail Sales Less Autos and Gas Stations SA MoM Percent Change,0.7,20150611,0.5,0.5,0.8,0.2,0.1,29,59.0551,0.19999999999999996,1.9999999999999996
2015-06-11 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,40.1,20150611,,,,,,1,65.5906,,
2015-06-11 00:00:00,RSTAXMOM Index,Adjusted Retail Sales Less Autos SA Monthly % Change,1,20150611,0.8,0.8,1.6,0.2,0.3,73,64.5669,0.19999999999999996,0.6666666666666665
2015-06-11 00:00:00,INJCJC Index,US Initial Jobless Claims SA,279,20150611,275,275.7,285,260,4.6,48,97.6378,4,0.8695652173913044
2015-06-12 00:00:00,FDIDSGMO Index,US PPI Final Demand Less Foods and Energy MoM SA,0.1,20150612,0.1,0.1,0.3,-0.6,0.1,65,,0.0,0.0
2015-06-15 00:00:00,FRNTTOTL Index,US Foreign Net Transactions,53.9,20150615,,,,,,2,70.0787,,
2015-06-15 00:00:00,EMPRGBCI Index,US Empire State Manufacturing Survey General Business Conditions SA,-2,20150615,6,6,13.2,4,1.6,52,81.8898,-8,-5.0
2015-06-15 00:00:00,IPMGCHNG Index,US Industrial Production Industry Groups Manufacturing MoM SA,-0.2,20150615,0.3,0.3,0.6,0.1,0.1,25,14.9606,-0.5,-5.0
2015-06-15 00:00:00,USHBMIDX Index,National Association of Home Builders Market Index SA,59,20150615,56,56,58,54,1.0,48,42.5197,3,3.0
2015-06-15 00:00:00,FRNTTNET Index,US Treasury International Capital Net Monthly Inflows Total,106.6,20150615,,,,,,1,63.937,,
2015-06-15 00:00:00,CPTICHNG Index,US Capacity Utilization % of Total Capacity SA,78.1,20150615,78.3,78.3065,78.6,77.9,0.1281,62,63.7795,-0.20000000000000284,-1.5612802498048624
2015-06-15 00:00:00,IP CHNG Index,US Industrial Production MOM SA,-0.2,20150615,0.2,0.23,0.6,-0.3,0.14,82,90.0,-0.4,-2.857142857142857
2015-06-17 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-5.5,20150617,,,,,,,92.126,,
2015-06-17 00:00:00,FDTR Index,Federal Funds Target Rate - Upper Bound,0.25,20150617,0.25,0.25,0.5,0.25,0.03,79,96.8504,0.0,0.0
2015-06-18 00:00:00,LEI CHNG Index,Conference Board US Leading Index MoM,0.7,20150618,0.4,0.4,0.8,0.2,0.2,44,82.6772,0.29999999999999993,1.4999999999999996
2015-06-18 00:00:00,OUTFGAF Index,Philadelphia Fed Business Outlook Survey Diffusion Index General Conditions,15.2,20150618,8,8.17,12,4,1.45,55,77.4803,7.199999999999999,4.96551724137931
2015-06-18 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,0,20150618,0.1,0.1,0.3,-0.3,0.1,45,73.7008,-0.1,-1.0
2015-06-18 00:00:00,INJCJC Index,US Initial Jobless Claims SA,267,20150618,277,277.6,290,265,4.2,48,97.6378,-10,-2.380952380952381
2015-06-18 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0.1,20150618,0.2,0.2,0.3,0.1,,82,76.378,-0.1,
2015-06-18 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,237.805,20150618,237.995,237.94,238.103,237.684,0.152,13,36.2205,-0.18999999999999773,-1.2499999999999851
2015-06-18 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2222,20150618,2210,2214,2250,2185,21.8,10,68.5039,12,0.5504587155963303
2015-06-18 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,0.4,20150618,0.5,0.5,0.7,0.2,0.1,84,95.2756,-0.09999999999999998,-0.9999999999999998
2015-06-18 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,241.76,20150618,241.819,241.862,242.014,241.752,0.111,3,39.3701,-0.0589999999999975,-0.531531531531509
2015-06-18 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,40.9,20150618,,,,,,1,65.5906,,
2015-06-18 00:00:00,COMFBTWR Index,Langer US National Economy Expectations Diffusion Index,47.5,20150618,,,,,,,44.8819,,
2015-06-18 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,1.7,20150618,1.8,1.8,1.9,1.6,0.1,45,48.0315,-0.10000000000000009,-1.0000000000000009
2015-06-22 00:00:00,ETSLMOM Index,US Existing Homes Sales MoM SA,5.1,20150622,4.37,4.25,7.14,0.1,1.22,71,45.6693,0.7299999999999995,0.5983606557377046
2015-06-22 00:00:00,ETSLTOTL Index,US Existing Homes Sales SAAR,5.35,20150622,5.26,5.25,5.4,5.05,0.06,71,88.189,0.08999999999999986,1.4999999999999978
2015-06-23 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,0.3,20150623,0.5,0.5,0.8,0.3,0.1,20,67.7953,-0.2,-2.0
2015-06-23 00:00:00,DGNOCHNG Index,US Durable Goods New Orders Industries MoM SA,-1.8,20150623,-1,-1,2.6,-3.5,1.1,77,91.3386,-0.8,-0.7272727272727273
2015-06-23 00:00:00,DGNOXTCH Index,US Durable Goods New Orders Total ex Transportation MoM SA,0.5,20150623,0.5,0.5,1.2,-0.4,0.3,55,72.4409,0.0,0.0
2015-06-23 00:00:00,CGNOXAI% Index,Capital Goods New Orders Nondefense Ex Aircraft & Parts MoM,0.4,20150623,0.5,0.5,1,-0.4,0.3,15,56.6929,-0.09999999999999998,-0.33333333333333326
2015-06-23 00:00:00,RCHSINDX Index,Richmond Manufacturing Survey Current Manufacturing Composite SA,6,20150623,4,3,6,1,1.0,9,69.4488,2,2.0
2015-06-23 00:00:00,NHSLTOT Index,US New One Family Houses Sold Annual Total SAAR,546,20150623,523,522.63,545,499,9.66,71,92.3077,23,2.380952380952381
2015-06-23 00:00:00,CGSHXAI% Index,Capital Goods Shipments Ex Air %,0.3,20150623,0.5,0.3,0.8,-0.3,0.4,5,55.1181,-0.2,-0.5
2015-06-24 00:00:00,GDPCPCEC Index,US GDP Personal Consumption Core Price Index QoQ % SAAR,0.8,20150624,0.8,0.8,0.8,0.1,0.2,14,66.9291,0.0,0.0
2015-06-24 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,1.6,20150624,,,,,,,92.126,,
2015-06-24 00:00:00,GDPCTOT% Index,GDP US Personal Consumption Chained 2012 Dlrs % Change from Previous Period SAAR,2.1,20150624,1.9,2,2.3,0.6,0.3,21,67.7953,0.20000000000000018,0.6666666666666673
2015-06-24 00:00:00,GDP PIQQ Index,US GDP Price Index QoQ SAAR,0,20150624,-0.1,-0.1,-0.1,-0.1,,32,77.1654,0.1,
2015-06-24 00:00:00,GDP CQOQ Index,GDP US Chained 2012 Dollars QoQ SAAR,-0.2,20150624,-0.2,-0.2,0.4,-0.5,0.2,76,96.063,0.0,0.0
2015-06-25 00:00:00,INJCJC Index,US Initial Jobless Claims SA,271,20150625,273,273.9,291,262,4.9,48,97.6378,-2,-0.4081632653061224
2015-06-25 00:00:00,KCLSSACI Index,Kansas City Federal Reserve SA Composite Index,-9,20150625,-9,-9,-7,-12,1.83,6,18.1102,0,0.0
2015-06-25 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,42.6,20150625,,,,,,1,65.5906,,
2015-06-25 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2247,20150625,2217.5,2222.1,2250,2210,13.3,10,68.5039,29.5,2.218045112781955
2015-06-26 00:00:00,CONSSENT Index,University of Michigan Consumer Sentiment Index,96.1,20150626,94.6,94.6,96,93,0.5,59,92.9134,1.5,3.0
2015-06-29 00:00:00,DFEDGBA Index,Dallas Fed Manufacturing Outlook Level Of General Business Activity,-7,20150629,-16,-15.9,-11,-22,2.7,13,61.4173,9,3.333333333333333
2015-06-29 00:00:00,USPHTMOM Index,US Pending Home Sales Index MoM SA,0.9,20150629,1,0.99,4,-2,1.15,41,74.8031,-0.09999999999999998,-0.08695652173913042
2015-06-29 00:00:00,USPHTYOY Index,US Pending Home Sales Index YoY NSA,8.3,20150629,11.8,12.02,13.6,10.9,0.86,6,26.7717,-3.5,-4.069767441860465
2015-06-30 00:00:00,SPCS20SM Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price SA Index MOM%,0.3,20150630,0.8,0.87,1.8,0.3,0.28,27,21.2598,-0.5,-1.7857142857142856
2015-06-30 00:00:00,SPCS20 Index,S&P CoreLogic Case-Shiller 20-City Composite Home Price NSA Index,177.01,20150630,,,,,,2,40.1575,,
2015-06-30 00:00:00,CONCCONF Index,Conference Board Consumer Confidence SA 1985=100,101.4,20150630,97.4,97.23,100.6,94.5,1.07,75,93.7008,4.0,3.7383177570093458
2015-06-30 00:00:00,SPCS20Y% Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price NSA Index YOY%,4.91,20150630,5.5,5.36,5.8,4.7,0.35,31,40.9449,-0.5899999999999999,-1.6857142857142855
2015-06-30 00:00:00,CHPMINDX Index,Market News International Chicago Business Barometer SA,49.4,20150630,50,50.5,55,47.5,1.4,42,81.1024,-0.6000000000000014,-0.4285714285714296
2015-07-01 00:00:00,NAPMPRIC Index,ISM Manufacturing Report on Business Prices Index NSA,49.5,20150701,51,51.2,53,50,1.0,11,71.6535,-1.5,-1.5
2015-07-01 00:00:00,NAPMPMI Index,ISM Manufacturing PMI SA,53.5,20150701,53.2,53.2,55,52,0.5,87,94.4882,0.29999999999999716,0.5999999999999943
2015-07-01 00:00:00,ECONMUS Index,Markit US Manufacturing PMI SA,,20150701,53.4,53.4,53.8,53.1,0.2,11,89.2913,,
2015-07-01 00:00:00,CHALYOY% Index,Challenger US Job Cut Announcements Year Over Year Percent Change,42.7,20150701,,,,,,,35.4331,,
2015-07-01 00:00:00,ADP CHNG Index,ADP National Employment Report SA Private Nonfarm Level Change,237,20150701,217.5,217.5,274,190,18.0,44,85.0394,19.5,1.0833333333333333
2015-07-01 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-4.7,20150701,,,,,,,92.126,,
2015-07-01 00:00:00,CNSTTMOM Index,Census Bureau US Construction Spending MoM SAAR,0.8,20150701,0.4,0.4,1.4,-1.2,0.5,52,78.7402,0.4,0.8
2015-07-02 00:00:00,PRUSTOT Index,US Labor Force Participation Rate SA,62.6,20150702,62.9,62.9,62.9,62.8,,3,16.5354,-0.29999999999999716,
2015-07-02 00:00:00,AHE YOY% Index,US Average Hourly Earnings All Employees Total Private Yearly Percent Change SA,2,20150702,2.3,2.3,2.4,2.1,0.1,23,29.9213,-0.2999999999999998,-2.9999999999999982
2015-07-02 00:00:00,NFP TCH Index,US Employees on Nonfarm Payrolls Total MoM Net Change SA,223,20150702,233,234,350,160,24.0,97,98.4252,-10,-0.4166666666666667
2015-07-02 00:00:00,USUDMAER Index,US U-6 Unemployed & Part Time & Margin % Labor Force & Margin SA,10.5,20150702,10.7,10.6,10.7,10.5,0.1,3,20.4724,-0.1999999999999993,-1.999999999999993
2015-07-02 00:00:00,USMMMNCH Index,US Employees on Nonfarm Payrolls Manufacturing Industry Monthly Net Change SA,4,20150702,6,7,15,-2,4.0,27,68.8976,-2,-0.5
2015-07-02 00:00:00,TMNOCHNG Index,US Manufacturers New Orders Total MoM SA,-1,20150702,-0.5,-0.4,1,-1.5,0.4,60,84.252,-0.5,-1.25
2015-07-02 00:00:00,USURTOT Index,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,5.3,20150702,5.4,5.4,5.5,5.3,0.1,89,87.4016,-0.10000000000000053,-1.0000000000000053
2015-07-02 00:00:00,INJCJC Index,US Initial Jobless Claims SA,281,20150702,270,272.5,290,265,4.7,48,97.6378,11,2.3404255319148937
2015-07-02 00:00:00,AWH TOTL Index,US Average Weekly Hours All Employees Total Private SA,34.5,20150702,34.5,34.5,34.6,34.5,,38,23.622,0.0,
2015-07-02 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2264,20150702,2236,2237.2,2280,2205,19.4,10,68.5039,28,1.4432989690721651
2015-07-02 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,44,20150702,,,,,,,65.5906,,
2015-07-02 00:00:00,NFP PCH Index,US Employees on Nonfarm Payrolls Total Private MoM Net Change SA,223,20150702,225,224,255,145,18.0,44,28.3465,-2,-0.1111111111111111
2015-07-06 00:00:00,NAPMNMI Index,ISM Services PMI,56,20150706,56.4,56.3,58,54.8,0.5,75,77.9528,-0.3999999999999986,-0.7999999999999972
2015-07-07 00:00:00,USTBTOT Index,US Trade Balance of Goods and Services SA,-41.87,20150707,-42.7,-42.496,-38.5,-47.4,1.449,69,83.4646,0.8300000000000054,0.5728088336784026
2015-07-07 00:00:00,JOLTTOTL Index,US Job Openings By Industry Total SA,5363,20150707,5300,5302.4,5395,5250,46.3,8,24.4094,63,1.3606911447084233
2015-07-08 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,4.6,20150708,,,,,,,92.126,,
2015-07-08 00:00:00,CICRTOT Index,Federal Reserve Consumer Credit Total Net Change SA,16.086,20150708,18.5,18.917,25,15,1.913,30,38.5827,-2.4140000000000015,-1.2618923157344493
2015-07-09 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2334,20150709,2250,2267.2,2400,2210,53.0,9,68.5039,84,1.5849056603773586
2015-07-09 00:00:00,INJCJC Index,US Initial Jobless Claims SA,297,20150709,275,275.9,290,260,5.9,48,97.6378,22,3.7288135593220337
2015-07-09 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,43.5,20150709,,,,,,,65.5906,,
2015-07-10 00:00:00,MWSLCHNG Index,Merchant Wholesalers Sales Total Monthly % Change SA,0.3,20150710,0.9,0.8,1,0.5,0.2,4,66.1417,-0.6000000000000001,-3.0000000000000004
2015-07-10 00:00:00,MWINCHNG Index,Merchant Wholesalers Inventories Total Monthly % Change,0.8,20150710,0.3,0.3,0.5,0,0.1,26,80.315,0.5,5.0
2015-07-13 00:00:00,FDDSSD Index,US Treasury Federal Budget Debt Summary Deficit Or Surplus NSA,51.8,20150713,50.5,48.55,65,40,5.333,24,75.5906,1.2999999999999972,0.2437652353272074
2015-07-14 00:00:00,RSTAMOM Index,Adjusted Retail & Food Services Sales SA Total Monthly % Change,-0.3,20150714,0.3,0.3,0.8,-0.2,0.2,82,90.5512,-0.6,-2.9999999999999996
2015-07-14 00:00:00,RSTAXMOM Index,Adjusted Retail Sales Less Autos SA Monthly % Change,-0.1,20150714,0.5,0.5,0.9,0.1,0.1,69,64.5669,-0.6,-5.999999999999999
2015-07-14 00:00:00,IMP1YOY% Index,US Import Price Index by End Use All YoY NSA,-10,20150714,-9.8,-9.6,-8.6,-9.9,0.4,10,32.2835,-0.1999999999999993,-0.4999999999999982
2015-07-14 00:00:00,RSTAXAGM Index,Retail Sales Less Food Services Auto Dealers & Build Mat & Gas Station SA MoM%,-0.1,20150714,0.3,0.3,0.6,-0.2,0.2,24,19.685,-0.4,-2.0
2015-07-14 00:00:00,IMP1CHNG Index,US Import Price Index by End Use All MoM NSA,-0.1,20150714,0.1,0.2,1.2,-0.7,0.3,41,76.8504,-0.2,-0.6666666666666667
2015-07-14 00:00:00,MTIBCHNG Index,US Manufacturing & Trade Inventories Total MoM SA,0.3,20150714,0.3,0.3,0.5,0,0.1,42,37.7953,0.0,0.0
2015-07-14 00:00:00,SBOITOTL Index,NFIB Small Business Optimism Index,94.1,20150714,98.5,98.3,99.2,97,0.7,21,59.8425,-4.400000000000006,-6.2857142857142945
2015-07-14 00:00:00,RSTAXAG% Index,Adjusted Retail Sales Less Autos and Gas Stations SA MoM Percent Change,-0.2,20150714,0.4,0.5,0.8,0.2,0.1,24,59.0551,-0.6000000000000001,-6.000000000000001
2015-07-15 00:00:00,IP CHNG Index,US Industrial Production MOM SA,0.3,20150715,0.2,0.2,0.8,-0.2,0.17,81,90.0,0.09999999999999998,0.5882352941176469
2015-07-15 00:00:00,CPTICHNG Index,US Capacity Utilization % of Total Capacity SA,78.4,20150715,78.1,78.1475,78.8,77.8,0.1626,61,63.7795,0.30000000000001137,1.845018450184572
2015-07-15 00:00:00,EMPRGBCI Index,US Empire State Manufacturing Survey General Business Conditions SA,3.9,20150715,3,3.1,10.3,-3,2.2,49,81.8898,0.8999999999999999,0.409090909090909
2015-07-15 00:00:00,IPMGCHNG Index,US Industrial Production Industry Groups Manufacturing MoM SA,0,20150715,0.1,0.1,0.4,-0.1,0.1,23,14.9606,-0.1,-1.0
2015-07-15 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-1.9,20150715,,,,,,,92.126,,
2015-07-15 00:00:00,FDIDSGMO Index,US PPI Final Demand Less Foods and Energy MoM SA,0.3,20150715,0.1,0.1,0.3,-0.1,0.1,63,,0.19999999999999998,1.9999999999999998
2015-07-16 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2215,20150716,2300,2299.5,2360,2225,33.4,11,68.5039,-85,-2.5449101796407185
2015-07-16 00:00:00,OUTFGAF Index,Philadelphia Fed Business Outlook Survey Diffusion Index General Conditions,5.7,20150716,12,11.86,18,5,2.09,53,77.4803,-6.3,-3.014354066985646
2015-07-16 00:00:00,FRNTTOTL Index,US Foreign Net Transactions,93,20150716,30,25,35,10,10.801,3,70.0787,63,5.832793259883344
2015-07-16 00:00:00,INJCJC Index,US Initial Jobless Claims SA,281,20150716,285,283.6,296,260,7.0,46,97.6378,-4,-0.5714285714285714
2015-07-16 00:00:00,FRNTTNET Index,US Treasury International Capital Net Monthly Inflows Total,115,20150716,,,,,,1,63.937,,
2015-07-16 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,43.2,20150716,,,,,,,65.5906,,
2015-07-16 00:00:00,USHBMIDX Index,National Association of Home Builders Market Index SA,60,20150716,59,59,62,57,1.0,43,42.5197,1,1.0
2015-07-16 00:00:00,COMFBTWR Index,Langer US National Economy Expectations Diffusion Index,45.5,20150716,,,,,,,44.8819,,
2015-07-17 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,242.193,20150717,242.098,242.134,242.244,242.061,0.079,3,39.3701,0.09499999999999886,1.2025316455696058
2015-07-17 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,238.638,20150717,238.632,238.633,238.9,238.325,0.129,14,36.2205,0.006000000000000227,0.046511627906978506
2015-07-17 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0.2,20150717,0.2,0.2,0.3,0.1,,76,76.378,0.0,
2015-07-17 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,0.3,20150717,0.3,0.3,0.4,-0.1,0.1,81,95.2756,0.0,0.0
2015-07-17 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,0.1,20150717,0.1,0.2,0.3,-0.1,0.1,41,73.7008,0.0,0.0
2015-07-17 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,1.8,20150717,1.8,1.8,1.9,1.7,0.1,42,48.0315,0.0,0.0
2015-07-22 00:00:00,ETSLTOTL Index,US Existing Homes Sales SAAR,5.49,20150722,5.4,5.4,5.52,5.2,0.06,76,88.189,0.08999999999999986,1.4999999999999978
2015-07-22 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,0.1,20150722,,,,,,,92.126,,
2015-07-22 00:00:00,ETSLMOM Index,US Existing Homes Sales MoM SA,3.2,20150722,0.93,0.92,3.18,-2.8,1.06,76,45.6693,2.27,2.141509433962264
2015-07-22 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,0.4,20150722,0.4,0.4,0.7,0.3,0.1,20,67.7953,0.0,0.0
2015-07-23 00:00:00,KCLSSACI Index,Kansas City Federal Reserve SA Composite Index,-7,20150723,-5,-4.29,-2,-6,1.28,7,18.1102,-2,-1.5625
2015-07-23 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,42.4,20150723,,,,,,,65.5906,,
2015-07-23 00:00:00,INJCJC Index,US Initial Jobless Claims SA,255,20150723,278,278.2,300,260,6.6,47,97.6378,-23,-3.484848484848485
2015-07-23 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2207,20150723,2232.5,2233.3,2275,2200,27.9,10,68.5039,-25.5,-0.913978494623656
2015-07-23 00:00:00,LEI CHNG Index,Conference Board US Leading Index MoM,0.6,20150723,0.3,0.3,0.6,0.1,0.2,41,82.6772,0.3,1.4999999999999998
2015-07-24 00:00:00,NHSLTOT Index,US New One Family Houses Sold Annual Total SAAR,482,20150724,547.5,545.24,569,510,10.15,74,92.3077,-65.5,-6.45320197044335
2015-07-27 00:00:00,DGNOCHNG Index,US Durable Goods New Orders Industries MoM SA,3.4,20150727,3.2,3.3,6.4,0.9,1.1,71,91.3386,0.19999999999999973,0.18181818181818157
2015-07-27 00:00:00,DFEDGBA Index,Dallas Fed Manufacturing Outlook Level Of General Business Activity,-4.6,20150727,-3.5,-3.4,-1,-5.9,1.4,10,61.4173,-1.0999999999999996,-0.7857142857142855
2015-07-27 00:00:00,CGSHXAI% Index,Capital Goods Shipments Ex Air %,-0.1,20150727,0.6,0.6,1.5,0,0.5,6,55.1181,-0.7,-1.4
